,License Number,License Type,Name of Program,AddressLine1,AddressLine2,AddressLine3,City,State,Zip,County,Phone,License Status,License Holder,Capacity,Type Of License,Restrictions,Services,Licensing Authority,Initial Effective Date,Current Effective Date,Expiration Date,License Holder Lives Onsite,Unnamed: 22,full_address,location,latitude,longitude,weight
1046,1088054,Child Care Center,Merry Moose Childcare Infant Center,164 Broadway St E,,,Rockville,MN,56369,Stearns,(320) 217-3017,Active,Merry Moose Childcare and Preschool LLC,16 ,Service: Day time child care Ages Served: Infants       ,None,Child Care Center,Minnesota Department of Human Services,09/05/2017,01/01/2023,12/31/2023,   ,,164 Broadway St E Rockville MN 56369,"164 Broadway St E, St Cloud, MN 56301, USA",45.47261990000001,-94.3385078,
1047,1101216,Child Care Center,Merry Moose Childcare Infant Center 2,57 MAIN ST W,,,Richmond,MN,56368,Stearns,(320) 292-7692,Active,Merry Moose Childcare and Preschool LLC,16 ,Service: Day time child care Ages Served: Infants       ,None,Child Care Center,Minnesota Department of Human Services,11/27/2019,01/02/2023,12/31/2023,   ,,57 MAIN ST W Richmond MN 56368,"57 Main St W, Richmond, MN 56368, USA",45.4538571,-94.5193887,
1048,1078602,Child Care Center,Mes Amis French School,13000 SAINT DAVIDS RD,,,Minnetonka,MN,55305,Hennepin,(612) 618-9494,Active,Mes Amis French School,18 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/05/2015,01/01/2023,12/31/2023,   ,,13000 SAINT DAVIDS RD Minnetonka MN 55305,"13000 St Davids Rd, Hopkins, MN 55305, USA",44.9406536,-93.444668,
1049,1104576,Child Care Center,Mesabi Preschool Academy LLC - Duluth,26 E SUPERIOR ST STE 103,,,Duluth,MN,55802,St. Louis,(218) 348-3497,Active,Mesabi Preschool Academy LLC,42 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/03/2020,01/01/2023,12/31/2023,   ,,26 E SUPERIOR ST STE 103 Duluth MN 55802,"26 E Superior St #103, Duluth, MN 55802, USA",46.787402,-92.0970636,
1050,801525,Child Care Center,Messiah Preschool Early Education Program,2848 County Rd H2, ,,Mounds View,MN,55112,Ramsey,(763) 784-1786,Active,Messiah Lutheran Church,60 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,10/17/1980,01/01/2023,12/31/2023,   ,,2848 County Rd H2 Mounds View MN 55112,"2848 County Rd H2, Mounds View, MN 55112, USA",45.1001222,-93.2216342,
1051,1091485,Child Care Center,Metro Learning Center Inc.,2833 13TH AVE S STE 200,,,Minneapolis,MN,55407,Hennepin,(612) 978-4709,Active,Metro Learning Center Inc.,60 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,07/18/2018,01/01/2023,12/31/2023,   ,,2833 13TH AVE S STE 200 Minneapolis MN 55407,"2833 13th Ave S #200, Minneapolis, MN 55407, USA",44.9508778,-93.2559268,
1052,1000961,Child Care Center,MetroKids,2515 WABASH AVE,,,Saint Paul,MN,55114,Ramsey,(612) 332-5437,Active,MetroKids,117,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/07/1999,01/01/2023,12/31/2023,   ,,2515 WABASH AVE Saint Paul MN 55114,"2515 Wabash Ave, St Paul, MN 55114, USA",44.9616505,-93.2046628,
1053,1095244,Child Care Center,Mi Cometa,4000 W 76TH ST,,,Edina,MN,55435,Hennepin,(952) 846-8656,Active,Child Care Core Consulting DBA Mi Cometa,95 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,10/23/2018,02/28/2023,12/31/2023,   ,,4000 W 76TH ST Edina MN 55435,"4000 W 76th St, Minneapolis, MN 55435, USA",44.8659185,-93.3307463,
1054,1063775,Child Care Center,Mi Familia Childcare,2855 47th St E,,,Inver Grove Heights,MN,55076,Dakota,(651) 270-7037,Active,Mi Familia Childcare,84 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,04/01/2013,01/01/2023,12/31/2023,   ,,2855 47th St E Inver Grove Heights MN 55076,"2855 47th St E, Inver Grove Heights, MN 55076, USA",44.8804918,-93.0470517,
1055,1109752,Child Care Center,Mi Familia Education and Care Center,5300 S ROBERT TRL STE 100,,,Inver Grove Heights,MN,55077,Dakota,(651) 414-0301,Active,Mi Familia Education & Care Center LLC,37 ,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,05/16/2022,03/17/2023,12/31/2023,   ,,5300 S ROBERT TRL STE 100 Inver Grove Heights MN 55077,"5300 S Robert Trail #100, Inver Grove Heights, MN 55077, USA",44.872496,-93.0793949,
1056,1085773,Child Care Center,Midtown Childcare Center Inc,2940 CHICAGO AVE,,,Minneapolis,MN,55407,Hennepin,(612) 824-4076,Active,Midtown Child Care Center Inc,77 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/03/2018,01/01/2023,12/31/2023,   ,,2940 CHICAGO AVE Minneapolis MN 55407,"2940 Chicago Ave, Minneapolis, MN 55407, USA",44.9487926,-93.2630152,
1058,1100885,Child Care Center,Midway Head Start,775 LEXINGTON PKWY N,,,Saint Paul,MN,55104,Ramsey,(651) 603-5999,Active,Community Action Partnership of Ramsey and Washington Counties,160,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/03/2019,01/01/2023,12/31/2023,   ,,775 LEXINGTON PKWY N Saint Paul MN 55104,"775 Lexington Pkwy N, St Paul, MN 55104, USA",44.964411,-93.14751590000002,
1059,1108375,Child Care Center,Midwest Child Development LLC dba The Learning Garden ,1194 COUNTY ROAD C E,,,Maplewood ,MN,55109,Ramsey,(651) 330-9425,Active,Midwest Child Development LLC,50 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,07/12/2021,01/01/2023,12/31/2023,   ,,1194 COUNTY ROAD C E Maplewood  MN 55109,"1194 County Rd C E, Maplewood, MN 55109, USA",45.02037900000001,-93.0501374,
1061,1063675,Child Care Center,Midwest Child Development LLC dba the Learning Garden,1514 ENGLEWOOD AVE,,,Saint Paul,MN,55104,Ramsey,(651) 645-1225,Active,Midwest Child Development LLC,48 ,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/11/2012,01/30/2023,12/31/2023,   ,,1514 ENGLEWOOD AVE Saint Paul MN 55104,"1514 Englewood Ave, St Paul, MN 55104, USA",44.9635982,-93.1647722,
1062,1054869,Child Care Center,Mighty Dragons Preschool LLC,30 W 2nd St,,,Litchfield,MN,55355,Meeker,(320) 221-0281,Active,Mighty Dragons Preschool LLC,59 ,Service: Day time child care Ages Served: Preschool       ,"Summer hours June-August M-F, 9:30 AM - 11:30 AM",Child Care Center,Minnesota Department of Human Services,09/08/2009,01/01/2023,12/31/2023,   ,,30 W 2nd St Litchfield MN 55355,"30 W 2nd St, Litchfield, MN 55355, USA",45.1277011,-94.5285589,
1063,1112235,Child Care Center,Mile's Star Daycare LLC,720 E LAKE ST,,,Minneapolis,MN,55407,Hennepin,(612) 200-8077,Active,Mile's Star Daycare LLC,83 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,Per Building Inspector cannot exceed 43 school agers.,Child Care Center,Minnesota Department of Human Services,08/15/2022,01/01/2023,12/31/2023,   ,,720 E LAKE ST Minneapolis MN 55407,"720 E Lake St, Minneapolis, MN 55407, USA",44.9486339,-93.26362929999999,
1066,1057572,Child Care Center,Millennium Learning Center II Inc dba Small World Learning Center,1390 PAUL PKWY NE,,,Blaine,MN,55434,Anoka,(763) 862-7643,Active,Millennium Learning Center II Inc dba Small World Learning Center,176,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,07/19/2010,01/01/2023,12/31/2023,   ,,1390 PAUL PKWY NE Blaine MN 55434,"1390 Paul Pkwy NE, Blaine, MN 55434, USA",45.1894139,-93.2356519,
1067,1005378,Child Care Center,Millennium Learning Center Inc DBA Small World Learning Center,13961 Maple Knoll Way,,,Maple Grove,MN,55369,Hennepin,(763) 416-2103,Active,Millennium Learning Center Inc DBA Small World Learning Center,100,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,02/11/2000,01/10/2023,12/31/2023,   ,,13961 Maple Knoll Way Maple Grove MN 55369,"13961 Maple Knoll Way, Maple Grove, MN 55369, USA",45.1059851,-93.45659289999999,
1068,1111696,Child Care Center,Mini Childcare Center Inc.,2538 25TH AVE S,,,Minneapolis,MN,55406,Hennepin,(612) 208-0717,Active,Mini Childcare Center Inc.,80 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,05/16/2022,01/01/2023,12/31/2023,   ,,2538 25TH AVE S Minneapolis MN 55406,"2538 25th Ave S, Minneapolis, MN 55406, USA",44.9561655,-93.23647509999999,
1069,1058149,Child Care Center,Mini Hops Academic Preschool,2600 Campus Dr,,,Plymouth,MN,55441,Hennepin,(952) 933-2452,Active,Mini Hops Gymnastics,30 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2011,01/01/2023,12/31/2023,   ,,2600 Campus Dr Plymouth MN 55441,"2600 Campus Dr, Minneapolis, MN 55441, USA",45.0080578,-93.446766,
1070,1081768,Child Care Center,Mini Mos LLC,2 Beth Ann Dr,,,Esko,MN,55733,Carlton,(218) 879-5035,Active,Mini Mos LLC,102,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/15/2016,01/01/2023,12/31/2023,   ,,2 Beth Ann Dr Esko MN 55733,"2 Beth Ann Dr, Esko, MN 55733, USA",46.7062631,-92.37380619999999,
1071,804787,Child Care Center,Miniapple International Montessori,780 Helmo Ave,,,Oakdale,MN,55128,Washington,(651) 739-6275,Active,Miniapple International Montessori,130,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/08/1992,01/01/2023,12/31/2023,   ,,780 Helmo Ave Oakdale MN 55128,"780 Helmo Ave N, Oakdale, MN 55128, USA",44.9587856,-92.953744,
1072,807206,Child Care Center,Miniapple International Montessori,1875 W Perimeter Dr,,,Roseville,MN,55113,Ramsey,(651) 628-9575,Active,Miniapple International Montessori,110,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/22/1999,01/01/2023,12/31/2023,   ,,1875 W Perimeter Dr Roseville MN 55113,"1875 W, 1875 Perimeter Dr, Roseville, MN 55113, USA",45.012389,-93.1786462,
1073,803898,Child Care Center,Miniapple International Montessori,1125 5TH ST SE,, ,Minneapolis,MN,55414,Hennepin,(612) 378-9375,Active,Miniapple International Montessori,143,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/01/1990,01/01/2023,12/31/2023,   ,,1125 5TH ST SE Minneapolis MN 55414,"1125 5th St SE, Minneapolis, MN 55414, USA",44.9829849,-93.2377611,
1074,1097151,Child Care Center,Minneapolis Nature Preschool,252 UPTON AVE S,,,Minneapolis,MN,55405,Hennepin,(612) 413-6863,Active,Minneapolis Nature Preschool,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,02/08/2021,01/01/2023,12/31/2023,   ,,252 UPTON AVE S Minneapolis MN 55405,"252 Upton Ave S, Minneapolis, MN 55405, USA",44.9739702,-93.31699139999999,
1075,809520,Child Care Center,Minnehaha Academy Preschool,4200 W River Pkwy,Room 107,,Minneapolis,MN,55406,Hennepin,(612) 721-3359,Active,Minnehaha Academy,48 ,Service: Day time child care Ages Served: Preschool       ,"Per state fire marshal, Room 131 restricted to 9 persons unless a second exit is provided.",Child Care Center,Minnesota Department of Human Services,08/31/1995,01/01/2023,12/31/2023,   ,,4200 W River Pkwy Minneapolis MN 55406,"4200 W River Pkwy, Minneapolis, MN 55406, USA",44.9256479,-93.2052083,
1076,1109801,Child Care Center,Minnehaha Area Child Care,5712 CEDAR AVE S,,,Minneapolis,MN,55417,Hennepin,(612) 823-4369,Active,"WD SOLUTIONS, INC.",68 ,Service: Day time child care Ages Served: Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,11/01/2021,01/01/2023,12/31/2023,   ,,5712 CEDAR AVE S Minneapolis MN 55417,"5712 Cedar Ave S, Minneapolis, MN 55417, USA",44.8994683,-93.2475597,
1077,1064168,Child Care Center,Minnesota Best Childcare Center,3018 17th Ave S,,,Minneapolis,MN,55407,Hennepin,(612) 229-2217,Active,MN Best Child Care Center Inc,138,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,02/12/2013,01/01/2023,12/31/2023,   ,,3018 17th Ave S Minneapolis MN 55407,"3018 17th Ave S, Minneapolis, MN 55407, USA",44.94770210000001,-93.2502884,
1078,1076213,Child Care Center,Minnesota Child Care Center,312 W Lake St Ste 2935,,,Minneapolis,MN,55408,Hennepin,(612) 345-4185,Active,Minnesota Childcare Center Inc,102,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,03/23/2015,01/01/2023,12/31/2023,   ,,312 W Lake St Ste 2935 Minneapolis MN 55408,"312 W Lake St #2935, Minneapolis, MN 55408, USA",44.94915049999999,-93.2839175,
1079,801164,Child Care Center,Minnesota J.C.C. Early Childhood Center,4330 CEDAR LAKE RD S,,,St Louis Park,MN,55416,Hennepin,(952) 381-3445,Active,Minnesota Jewish Community Center,192,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/01/1960,01/01/2023,12/31/2023,   ,,4330 CEDAR LAKE RD S St Louis Park MN 55416,"4330 Cedar Lake Rd S, St Louis Park, MN 55416, USA",44.9644082,-93.334908,
1080,1113287,Child Care Center,Minnesota JCC,1375 SAINT PAUL AVE,,,Saint Paul,MN,55116,Ramsey,(651) 255-4760,Active,Minnesota Jewish Community Center,108,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/30/2023,01/30/2023,12/31/2023,   ,,1375 SAINT PAUL AVE Saint Paul MN 55116,"1375 St Paul Ave, St Paul, MN 55116, USA",44.9037556,-93.1742983,
1081,1042288,Child Care Center,"Minnesota Montessori Accelerated Learning Center, Inc.",3150 Eagle Creek Blvd,,,Shakopee,MN,55379,Scott,(952) 402-0303,Active,"Minnesota Montessori Accelerated Learning Center, Inc.",113,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/20/2006,01/01/2023,12/31/2023,   ,,3150 Eagle Creek Blvd Shakopee MN 55379,"3150 Eagle Creek Blvd, Shakopee, MN 55379, USA",44.7817242,-93.4793061,
1082,1115223,Child Care Center,Minnesota Zoo Nature Preschool,13000 ZOO BLVD,,,Apple Valley,MN,55124,Dakota,(952) 431-9500,Active,Minnesota Zoological Garden,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,02/27/2023,02/27/2023,12/31/2023,   ,,13000 ZOO BLVD Apple Valley MN 55124,"13000 Zoo Blvd, Apple Valley, MN 55124, USA",44.7675046,-93.1956983,
1083,801563,Child Care Center,Minnetonka Montessori,471 3RD ST,,,Excelsior,MN,55331,Hennepin,(952) 474-4922,Active,"Minnetonka Montessori, Inc.",20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/12/1989,01/01/2023,12/31/2023,   ,,471 3RD ST Excelsior MN 55331,"471 3rd St, Excelsior, MN 55331, USA",44.9018546,-93.56569999999999,
1084,1109807,Child Care Center,Mis Amigos Preschool Chaska,110650 VILLAGE RD,,,Chaska,MN,55318,Carver,(952) 529-0975,Active,Mis Amigos Spanish Immersion LLC,57 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,02/14/2022,01/01/2023,12/31/2023,   ,,110650 VILLAGE RD Chaska MN 55318,"110650 Village Rd, Chaska, MN 55318, USA",44.825796,-93.60777180000001,
1085,1100180,Child Care Center,Mis Amigos Preschool Golden Valley,5411 CIRCLE DOWN,,,Golden Valley,MN,55416,Hennepin,(612) 516-7622,Active,Mis Amigos Spanish Immersion LLC,154,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/09/2019,01/01/2023,12/31/2023,   ,,5411 CIRCLE DOWN Golden Valley MN 55416,"5411 Circle Down, Minneapolis, MN 55416, USA",44.9723776,-93.348092,
1086,1056589,Child Care Center,Mis Amigos Spanish Immersion Preschool,1194 Randolph Ave,,,Saint Paul,MN,55105,Ramsey,(651) 728-3261,Active,Mis Amigos Spanish Immersion LLC,68 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/16/2010,01/01/2023,12/31/2023,   ,,1194 Randolph Ave Saint Paul MN 55105,"1194 Randolph Ave, St Paul, MN 55105, USA",44.926612,-93.1504863,
