,License Number,License Type,Name of Program,AddressLine1,AddressLine2,AddressLine3,City,State,Zip,County,Phone,License Status,License Holder,Capacity,Type Of License,Restrictions,Services,Licensing Authority,Initial Effective Date,Current Effective Date,Expiration Date,License Holder Lives Onsite,Unnamed: 22
1097,1029704,Child Care Center,Montessori of Melrose,300 RIVERSIDE AVE NW,,,Melrose,MN,56352-1054,Stearns,(320) 256-2141,Active,Montessori of Melrose LLC,61 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/07/2004,01/01/2023,12/31/2023,   ,
1098,1105176,Child Care Center,Montessori on Main ,521 RAILROAD AVE,,,Albany,MN,56307-9804,Stearns,(320) 845-4334,Active,Montessori on Main Inc,20 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/06/2022,01/01/2023,12/31/2023,   ,
1099,1106029,Child Care Center,"Montessori on Main, Inc.",200 1ST ST SW,,,Avon,MN,56310-9516,Stearns,(320) 980-3119,Active,"Montessori on Main, Inc.",32 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2021,01/01/2023,12/31/2023,   ,
1100,1084260,Child Care Center,Montessori Renaissance Academy,1333 5th Ave S,,,Anoka,MN,55303     ,Anoka,(763) 323-0741,Active,Montessori Renaissance Academy,104,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/01/2017,03/06/2023,12/31/2023,   ,
1101,1048334,Child Care Center,Montessori School of Brainerd,315 N 6TH ST,,,Brainerd,MN,56401-3304,Crow Wing,(218) 829-5222,Active,Montessori School of Brainerd,58 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2008,01/01/2023,12/31/2023,   ,
1102,1077241,Child Care Center,Montessori School of Duluth,313 Mygatt Ave,,,Duluth,MN,55803     ,St. Louis,(218) 728-4600,Active,Montessori School of Duluth Inc,52 ,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,05/05/2017,01/01/2023,12/31/2023,   ,
1103,801576,Child Care Center,Montevideo Head Start,412 S 13TH ST,,,Montevideo,MN,56265-2060,Chippewa,(320) 269-6471,Active,"Prairie Five Community Action Council, Incorporated",60 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,11/01/1967,01/01/2023,12/31/2023,   ,
1104,1107404,Child Care Center,"Moon Child Care, Inc.",1836 E 38TH ST,,,Minneapolis,MN,55407-0000,Hennepin,(651) 208-4692,Active,"Moon Child Care, Inc.",90 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,07/01/2021,01/01/2023,12/31/2023,   ,
1105,1114078,Child Care Center,Moonlight Learning Center LLC,4347 CENTRAL AVE NE,,,Columbia Heights,MN,55421-2925,Anoka,(763) 316-5275,Active,Moonlight Learning Center LLC,44 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/12/2022,01/01/2023,12/31/2023,   ,
1106,809653,Child Care Center,Morris Area Child Care Center,1001 1/2 Scotts Ave,,,Morris,MN,56267     ,Stevens,(320) 589-7948,Active,Morris Area Child Care Center,62 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/28/1995,01/01/2023,12/31/2023,   ,
1107,1064787,Child Care Center,Mother Duck Learning Center,6341 Penn Ave S,,,Richfield,MN,55423     ,Hennepin,(612) 866-8996,Active,Moin Incorporated,61 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,02/25/2013,01/01/2023,12/31/2023,   ,
1108,807028,Child Care Center,Mother Duck Learning Center,6301 Penn Ave S,,,Richfield,MN,55423     ,Hennepin,(612) 866-8996,Active,Moin Incorporated,89 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/1999,01/01/2023,12/31/2023,   ,
1109,830821,Child Care Center,Mother Goose Inn,5300 Edina Industrial Blvd #200,,,Edina,MN,55439     ,Hennepin,(952) 948-9655,Active,"Mother Goose Inn West, Inc.",45 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/01/1998,01/01/2023,12/31/2023,   ,
1110,1101595,Child Care Center,Mother Natures Learning Center LLC,1355 S FRONTAGE RD STE 220,,,Hastings,MN,55033-2659,Dakota,(651) 346-1609,Active,Mother Nature Learning Center LLC,95 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,03/13/2020,01/01/2023,12/31/2023,   ,
1111,1079571,Child Care Center,Motherly Love Daycare Inc,1304 E Lake St Ste 100,,,Minneapolis,MN,55407     ,Hennepin,(952) 393-4129,Active,Motherly Love Daycare Inc. ,84 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,12/19/2015,01/01/2023,12/31/2023,   ,
1112,1065653,Child Care Center,Mounds Park Academy,2051 E Larpenteur Ave,,,Maplewood ,MN,55109     ,Ramsey,(651) 777-2555,Active,Mounds Park Academy,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/09/2013,01/01/2023,12/31/2023,   ,
1113,830774,Child Care Center,Mounds View Head Start,2101 NW 14th St,,,New Brighton,MN,55112     ,Ramsey,(651) 639-6147,Active,Community Action Partnership of Ramsey and Washington Counties,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/12/1998,01/01/2023,12/31/2023,   ,
1114,801600,Child Care Center,Mount Calvary Preschool,301 Cty Rd 19, ,,Excelsior,MN,55331     ,Hennepin,(952) 474-5542,Active,Mount Calvary Lutheran Church,96 ,Service: Day time child care Ages Served: Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/01/1968,01/01/2023,12/31/2023,   ,
1115,801601,Child Care Center,Mount Hope Preschool and Childcare,3601 W Old Shakopee Rd,,,Bloomington,MN,55431     ,Hennepin,(952) 888-5059,Active,Mount Hope Lutheran Church ,59 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/01/1982,01/01/2023,12/31/2023,   ,
1116,801606,Child Care Center,Mount Olive Christian Preschool,700 WESTERN ST,,,Anoka,MN,55303-2001,Anoka,(763) 421-9048,Active,Mount Olive Lutheran Church,68 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,04/01/1981,01/01/2023,12/31/2023,   ,
1118,801602,Child Care Center,Mount Olivet Preschool,5025 Knox Ave S,,,Minneapolis,MN,55419     ,Hennepin,(612) 926-7651,Active,Mount Olivet Lutheran Church,60 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/31/1970,01/01/2023,12/31/2023,   ,
1119,1083794,Child Care Center,Mountain Lake Head Start,1005 4th Ave,,,Mountain Lake,MN,56159     ,Cottonwood,(507) 829-2949,Active,United Community Action Partnership Inc,19 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/31/2017,01/01/2023,12/31/2023,   ,
1121,1054529,Child Care Center,Mt Calvary Lutheran Preschool,6541 16th Ave S,,,Richfield,MN,55423     ,Hennepin,(612) 869-9441,Active,Mt Calvary Lutheran Preschool,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/01/2009,01/01/2023,12/31/2023,   ,
1122,808173,Child Care Center,Mt Iron Buhl Head Start,5529 Emerald Ave,Merritt Elementary School,,Mountain Iron,MN,55768     ,St. Louis,(218) 735-8271,Active,"Arrowhead Economic Opportunity Agency, Inc.",20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/26/1994,01/01/2023,12/31/2023,   ,
1123,1078594,Child Care Center,Mt Olive Lutheran Preschool,435 Bridge Ave E,,,Delano,MN,55328     ,Wright,(763) 972-2442,Active,Mt Olive Lutheran Church,40 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/31/2015,01/01/2023,12/31/2023,   ,
1124,801605,Child Care Center,Mt. Airy Head Start,91 E Arch St, ,,Saint Paul,MN,55101     ,Ramsey,(651) 228-3196,Active,Community Action Partnership of Ramsey and Washington Counties,100,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,02/01/1977,01/01/2023,12/31/2023,   ,
1125,801607,Child Care Center,Mt. Carmel Child Care Center,1701 St Anthony Pkwy NE, ,,Minneapolis,MN,55418     ,Hennepin,(612) 781-2798,Active,Mt. Carmel Lutheran Church,22 ,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/25/1989,01/01/2023,12/31/2023,   ,
1126,1016803,Child Care Center,Mt. Olivet Lutheran Church,12235 Old Rockford Rd.,,,Plymouth,MN,55441     ,Hennepin,(763) 559-3036,Active,Mt. Olivet Lutheran Church,92 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/06/2003,01/01/2023,12/31/2023,   ,
1127,1059536,Child Care Center,Multicultural Therapeutic Children's Programs,1501 Xerxes Ave N,,,Minneapolis,MN,55411     ,Hennepin,(763) 521-3477,Active,Family Partnership (The),74 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,03/28/2011,01/01/2023,12/31/2023,   ,
1128,1066394,Child Care Center,Musical Montessori (The),5050 Hodgson Rd,,,North Oaks,MN,55127     ,Ramsey,(651) 274-6569,Active,The Musical Montessori,24 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/03/2013,01/01/2023,12/31/2023,   ,
1130,1090219,Child Care Center,Mustang Munchkins Childcare Center,210 OAK ST,,,Mora,MN,55051-1609,Kanabec,(320) 679-8254,Active,Mustang Munchkins Childcare Center LLC,42 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,12/07/2017,01/01/2023,12/31/2023,   ,
1131,1095076,Child Care Center,My Own Montessori,1118 4th ST NE,,,Elk River,MN,55330     ,Sherburne,(612) 599-2464,Active,My Own Montessori,20 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/30/2018,01/01/2023,12/31/2023,   ,
1132,801743,Child Care Center,N.E. Child Development Center,1700 Second St NE,,,Minneapolis,MN,55413     ,Hennepin,(612) 787-4025,Active,"East Side Neighborhood Service, Inc.",100,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,02/01/1948,01/01/2023,12/31/2023,   ,
1133,809464,Child Care Center,Nativity Child & Family Center,3312 Silver Lk Rd NE,,,Minneapolis,MN,55418-0000,Hennepin,(612) 781-1537,Active,Nativity Child And Family Center,157,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/01/1995,01/01/2023,12/31/2023,   ,
1134,801618,Child Care Center,Nativity Early Learning Center,1900 WELLESLEY AVE,,,Saint Paul,MN,55105-1617,Ramsey,(651) 696-5437,Active,Nativity Early Learning Center,123,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/30/1990,01/01/2023,12/31/2023,   ,
1135,1074777,Child Care Center,Nativity of Mary Preschool,9901 Lyndale Ave S,,,Bloomington,MN,55420     ,Hennepin,(952) 881-8160,Active,The Church of the Nativity of the Blessed Virgin,60 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/07/2016,01/01/2023,12/31/2023,   ,
1136,1082829,Child Care Center,Nativity of Our Lord,1900 Stanford Ave,,,Saint Paul,MN,55105     ,Ramsey,(651) 699-1311,Active,Nativity of Our Lord,40 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,05/03/2017,01/01/2023,12/31/2023,   ,
1137,1031095,Child Care Center,Neighborhood Children's House,2510 Cleveland St NE,,,Minneapolis,MN,55418     ,Hennepin,(612) 695-2666,Active,Neigborhood Childrens House ,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,10/05/2004,01/01/2023,12/31/2023,   ,
1139,1112677,Child Care Center,New Creations Child Care & Learning Center,877 JEFFERSON AVE,,,Saint Paul,MN,55102-2801,Ramsey,(651) 202-3046,Active,"NCCC, LLC",93 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,12/15/2022,01/01/2023,12/31/2023,   ,
1140,1112678,Child Care Center,New Creations Child Care & Learning Center,10301 LEXINGTON AVE N,,,Circle Pines,MN,55014-1884,Anoka,(763) 657-0387,Active,"NCCC, LLC",130,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,12/15/2022,01/01/2023,12/31/2023,   ,
1141,1112679,Child Care Center,New Creations Child Care & Learning Center,620 TOWN CENTER PKWY,,,Lino Lakes,MN,55014-1182,Anoka,(651) 808-3143,Active,"NCCC, LLC",115,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,12/15/2022,01/01/2023,12/31/2023,   ,
1142,1112680,Child Care Center,New Creations Child Care & Learning Center,9827 MAPLE GROVE PKWY N,,,Maple Grove,MN,55369-4491,Hennepin,(763) 316-7101,Active,"NCCC, LLC",99 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,12/15/2022,01/01/2023,12/31/2023,   ,
1143,1112683,Child Care Center,New Creations Child Care & Learning Center,5400 140TH AVE NW STE 101,,,Ramsey,MN,55303-3949,Anoka,(763) 434-4868,Active,"NCCC, LLC",52 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,12/15/2022,01/01/2023,12/31/2023,   ,
1144,1106707,Child Care Center,New Creations Child Care & Learning Center,13560 COUNTY ROAD 5,,,Burnsville,MN,55337-7109,Dakota,(763) 318-6787,Active,"New Creations Child Care and Learning Center, LLC",169,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,05/03/2021,01/01/2023,12/31/2023,   ,
1146,1060501,Child Care Center,New Creations Child Care & Learning Center,12267 Aberdeen St NE,,,Blaine,MN,55449     ,Anoka,(763) 447-5659,Active,"New Creations Child Care and Learning Center, LLC",110,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/04/2011,03/03/2023,12/31/2023,   ,
1147,1063701,Child Care Center,New Creations Child Care & Learning Center,1805 GATEWAY DR,,,Coon Rapids,MN,55448-4506,Anoka,(763) 600-1335,Active,"New Creations Child Care and Learning Center, LLC",171,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/05/2012,01/01/2023,12/31/2023,   ,
